0,1,2,3,4,5
0.3301475935176348,0.3506778376955987,0.24426658177119154,0.34110327643368743,0.2969191345394665,0.29986433424275505
0.39917038416776857,0.3545270198405745,0.3338406751427001,0.2988479988149947,0.3383306242050588,0.35781304924423163
0.41233388124226317,0.35550568331614985,0.3058093629131503,0.3314162050294089,0.30299292801432287,0.2609697478822365
0.20366638785950286,0.28923542404418906,0.28346905571456454,0.23739373860202864,0.2354440696851408,0.2667698969354262
0.28106227484175783,0.25735876332362134,0.24039131601542535,0.27368406704546,0.2693982597780093,0.26168736187252956
0.5093252382371888,0.5434676140325421,0.48205437748782254,0.4262497929078814,0.393870640243125,0.4249487724196975
0.26693894640749793,0.32072051897638193,0.31731132751014335,0.3052278496079968,0.27831409218292613,0.271506021576391
0.23520321942502795,0.31322424998996345,0.21644462630239128,0.22769724293199956,0.22787705544215855,0.26622891302349744
0.32405568365226617,0.33327168326645873,0.2777706205191447,0.3185040440873469,0.33766908344410956,0.3376705677173939
0.2728628418687328,0.32533690139247695,0.42128060262182854,0.4026324891680366,0.29240686460902515,0.2168863175214178
0.38126388155035107,0.42408714475320575,0.46388876030545906,0.4051700462599241,0.3840367484809218,0.44606006054788006
0.39924744175073124,0.3723026898806256,0.36356667887566807,0.2834458175225353,0.3949996074268171,0.312032482992871
0.35350015047515004,0.34486811003530604,0.2737249770324535,0.32859501453135875,0.29746228999136803,0.2950453300114028
0.32055810937532814,0.2519884000068942,0.28455513488980644,0.29162622762190593,0.20684260562388898,0.23735655828374802
0.3056748508709446,0.2103820433938811,0.28044828528933735,0.20435556316809791,0.2283179524261381,0.29638163533749445
0.2623122846416493,0.29044003605624363,0.319067697993551,0.2866866415279559,0.2813525391966912,0.3075946772664697
0.2718329730189292,0.23296996744847953,0.2426582403708214,0.25449187942374957,0.21687217799334477,0.18881001641681966
0.23763388433879096,0.19271855780855926,0.26880006660867284,0.26147431022943707,0.2923610453136042,0.2398258923066703
0.283417454420073,0.20492926291661598,0.2724495927064517,0.20265761952649303,0.22627281977827204,0.22097451277520752
