Observer,FlankinDirection,Eccen_X,Eccen_Y,RadialEccentricity,CrowdingDistance,TargetDeg,Font,Meridian,Task,Session
S12,radial,0,10,10,2.94060737170348,2.10043383693106,Sloan,Upper,crowding,1
S12,radial,-0,-10,10,2.70400677857791,1.93143341326994,Sloan,Lower,crowding,1
S12,radial,5,0,5,0.811202033573374,0.579430023980981,Pelli,Right,crowding,1
S12,radial,-5,-0,5,1.16610292326173,0.832930659472661,Pelli,Left,crowding,1
S12,tangential,5,0,5,0.625301567546142,0.446643976818674,Sloan,Right,crowding,1
S12,tangential,-5,-0,5,0.422501059152799,0.313857929656364,Sloan,Left,crowding,1
S12,horizontal,0,0,0,0.0473474553072589,0.0338196109337563,Pelli,fovea,crowding,1
S12,horizontal,0,0,0,0.0845490273343908,0.0595378434410406,Sloan,fovea,acuity,1
S12,tangential,5,0,5,0.523901313349471,0.386286682653987,Sloan,Right,crowding,2
S12,tangential,-5,-0,5,0.490101228617247,0.350072306155177,Sloan,Left,crowding,2
S12,radial,5,0,5,0.811202033573374,0.579430023980981,Pelli,Right,crowding,2
S12,radial,-5,-0,5,0.405601016786687,0.289715011990491,Pelli,Left,crowding,2
S12,radial,10,0,10,1.92660482973676,1.37614630695483,Sloan,Right,crowding,2
S12,radial,-10,-0,10,2.58570648201513,1.84693320143938,Sloan,Left,crowding,2
S12,radial,0,10,10,3.32930834612406,2.37807739008861,Sloan,Upper,crowding,2
S12,radial,-0,-10,10,2.41670605835401,1.72621861311001,Sloan,Lower,crowding,2
S12,radial,5,0,5,0.490101228617247,0.350072306155176,Sloan,Right,crowding,2
S12,radial,-5,-0,5,0.878802203037822,0.62771585931273,Sloan,Left,crowding,2
S12,radial,0,5,5,1.31820330455673,0.941573788969095,Sloan,Upper,crowding,2
S12,radial,-0,-5,5,1.03090258433283,0.736358988809164,Sloan,Lower,crowding,2
S12,horizontal,0,0,0,0.0845490273343908,0.0601916720487857,Sloan,fovea,acuity,2
S12,horizontal,0,0,0,0.0541113774940101,0.041066670419561,Pelli,fovea,crowding,2
S13,radial,5,0,5,0.60840152518003,0.434572517985736,Sloan,Right,crowding,1
S13,radial,-5,-0,5,0.794301991207262,0.567358565148044,Sloan,Left,crowding,1
S13,radial,0,5,5,1.9773049568351,1.41236068345364,Sloan,Upper,crowding,1
S13,radial,-0,-5,5,1.33510334692284,0.953645247802032,Sloan,Lower,crowding,1
S13,radial,10,0,10,1.28440321982451,0.917430871303221,Sloan,Right,crowding,1
S13,radial,-10,-0,10,1.62240406714675,1.15886004796196,Sloan,Left,crowding,1
S13,radial,0,10,10,2.60260652438124,1.85900466027232,Sloan,Upper,crowding,1
S13,radial,-0,-10,10,3.71800932054463,2.65572094324616,Sloan,Lower,crowding,1
S13,radial,5,0,5,1.30130326219062,0.929502330136158,Pelli,Right,crowding,1
S13,radial,-5,-0,5,1.31820330455673,0.941573788969095,Pelli,Left,crowding,1
S13,tangential,5,0,5,0.625301567546142,0.446643976818674,Sloan,Right,crowding,1
S13,tangential,-5,-0,5,0.557701398081695,0.410429600319861,Sloan,Left,crowding,1
S13,horizontal,0,0,0,0.0608752996807614,0.0458980434100978,Pelli,fovea,crowding,1
S13,horizontal,0,0,0,0.0946949106145177,0.0703894802104483,Sloan,fovea,acuity,1
S13,radial,5,0,5,1.75760440607564,1.25543171862546,Pelli,Right,crowding,2
S13,radial,-5,-0,5,1.30130326219062,0.929502330136158,Pelli,Left,crowding,2
S13,radial,10,0,10,1.52100381295008,1.08643129496434,Sloan,Right,crowding,2
S13,radial,-10,-0,10,3.44760864268684,2.46257760191917,Sloan,Left,crowding,2
S13,radial,0,10,10,2.60260652438124,1.85900466027232,Sloan,Upper,crowding,2
S13,radial,-0,-10,10,3.66730919344629,2.61950656674735,Sloan,Lower,crowding,2
S13,radial,5,0,5,0.659101652278366,0.470786894484547,Sloan,Right,crowding,2
S13,radial,-5,-0,5,0.895702245403934,0.639787318145667,Sloan,Left,crowding,2
S13,radial,0,5,5,2.02800508393343,1.44857505995245,Sloan,Upper,crowding,2
S13,radial,-0,-5,5,1.4196035587534,1.01400254196672,Sloan,Lower,crowding,2
S13,horizontal,0,0,0,0.10822275498802,0.0790950570209244,Sloan,fovea,acuity,2
S13,horizontal,0,0,0,0.0608752996807614,0.0434823569148298,Pelli,fovea,crowding,2
S13,tangential,5,0,5,0.523901313349471,0.374215223821051,Sloan,Right,crowding,2
S13,tangential,-5,-0,5,0.659101652278366,0.482858353317484,Sloan,Left,crowding,2
S14,radial,10,0,10,1.01400254196672,0.724287529976227,Sloan,Right,crowding,1
S14,radial,-10,-0,10,1.70690427897731,1.21921734212665,Sloan,Left,crowding,1
S14,radial,0,10,10,3.54900889688351,2.53500635491679,Sloan,Upper,crowding,1
S14,radial,-0,-10,10,3.17720796482905,2.26943426059218,Sloan,Lower,crowding,1
S14,radial,5,0,5,0.557701398081695,0.398358141486925,Sloan,Right,crowding,1
S14,radial,-5,-0,5,0.642201609912254,0.45871543565161,Sloan,Left,crowding,1
S14,radial,0,5,5,1.48720372821785,1.06228837729847,Sloan,Upper,crowding,1
S14,radial,-0,-5,5,1.35200338928896,0.965716706634969,Sloan,Lower,crowding,1
S14,radial,5,0,5,0.760501906475038,0.54321564748217,Pelli,Right,crowding,1
S14,radial,-5,-0,5,0.912602287770046,0.651858776978604,Pelli,Left,crowding,1
S14,tangential,5,0,5,0.507001270983359,0.362143764988114,Sloan,Right,crowding,1
S14,tangential,-5,-0,5,0.540801355715583,0.398358141486924,Sloan,Left,crowding,1
S14,horizontal,0,0,0,0.0473474553072589,0.0362352974290243,Pelli,fovea,crowding,1
S14,horizontal,0,0,0,0.101458832801269,0.0758441235821103,Sloan,fovea,acuity,1
S14,horizontal,0,0,0,0.0608752996807614,0.0458980434100978,Pelli,fovea,crowding,2
S14,tangential,5,0,5,0.490101228617247,0.350072306155177,Sloan,Right,crowding,2
S14,tangential,-5,-0,5,0.60840152518003,0.434572517985736,Sloan,Left,crowding,2
S14,radial,5,0,5,0.659101652278366,0.470786894484547,Pelli,Right,crowding,2
S14,radial,-5,-0,5,0.77740194884115,0.555287106315107,Pelli,Left,crowding,2
S14,radial,10,0,10,1.40270351638729,1.00193108313378,Sloan,Right,crowding,2
S14,radial,-10,-0,10,1.28440321982451,0.917430871303221,Sloan,Left,crowding,2
S14,radial,0,10,10,4.27571071862632,3.05407908473309,Sloan,Upper,crowding,2
S14,radial,-0,-10,10,3.21100804956127,2.29357717825805,Sloan,Lower,crowding,2
S14,radial,5,0,5,0.557701398081695,0.398358141486925,Sloan,Right,crowding,2
S14,radial,-5,-0,5,0.794301991207262,0.567358565148044,Sloan,Left,crowding,2
S14,radial,0,5,5,1.36890343165507,0.977788165467906,Sloan,Upper,crowding,2
S14,radial,-0,-5,5,0.963302414868382,0.688073153477415,Sloan,Lower,crowding,2
S14,horizontal,0,0,0,0.0946949106145177,0.0680678275169366,Sloan,fovea,acuity,2
S15,radial,5,0,5,0.997102499600605,0.71221607114329,Sloan,Right,crowding,1
S15,radial,-5,-0,5,1.36890343165507,0.977788165467906,Sloan,Left,crowding,1
S15,radial,0,5,5,1.89280474500454,1.35200338928896,Sloan,Upper,crowding,1
S15,radial,-0,-5,5,1.90970478737065,1.36407484812189,Sloan,Lower,crowding,1
S15,radial,5,0,5,2.09560525339788,1.4968608952842,Pelli,Right,crowding,1
S15,radial,-5,-0,5,1.79140449080787,1.27957463629133,Pelli,Left,crowding,1
S15,tangential,5,0,5,0.540801355715583,0.398358141486924,Sloan,Right,crowding,1
S15,tangential,-5,-0,5,0.642201609912254,0.470786894484547,Sloan,Left,crowding,1
S15,horizontal,0,0,0,0.0710211829608883,0.0531451028959025,Pelli,fovea,crowding,1
S15,horizontal,0,0,0,0.0913129495211421,0.0644661498858052,Sloan,fovea,acuity,1
S15,radial,10,0,10,2.55190639728291,1.8227902837735,Sloan,Right,crowding,1
S15,radial,-10,-0,10,2.51810631255068,1.79864736610763,Sloan,Left,crowding,1
S15,radial,0,10,10,5.42491359952194,3.87493828537281,Sloan,Upper,crowding,1
S15,radial,-0,-10,10,3.8194095747413,2.72814969624379,Sloan,Lower,crowding,1
S15,horizontal,0,0,0,0.0946949106145177,0.0697574674989956,Sloan,fovea,acuity,2
S15,horizontal,0,0,0,0.0710211829608883,0.0531451028959025,Pelli,fovea,crowding,2
S15,tangential,5,0,5,0.557701398081695,0.410429600319861,Sloan,Right,crowding,2
S15,tangential,-5,-0,5,0.726701821742814,0.519072729816296,Sloan,Left,crowding,2
S15,radial,5,0,5,1.36890343165507,0.977788165467906,Pelli,Right,crowding,2
S15,radial,-5,-0,5,1.5548038976823,1.11057421263021,Pelli,Left,crowding,2
S15,radial,10,0,10,2.12940533813011,1.52100381295008,Sloan,Right,crowding,2
S15,radial,-10,-0,10,2.19700550759455,1.56928964828182,Sloan,Left,crowding,2
S15,radial,0,10,10,4.63061160831468,3.30757972022477,Sloan,Upper,crowding,2
S15,radial,-0,-10,10,3.3969085155885,2.42636322542036,Sloan,Lower,crowding,2
S15,radial,5,0,5,1.03090258433283,0.736358988809164,Sloan,Right,crowding,2
S15,radial,-5,-0,5,1.36890343165507,0.977788165467906,Sloan,Left,crowding,2
S15,radial,0,5,5,1.72380432134342,1.23128880095959,Sloan,Upper,crowding,2
S15,radial,-0,-5,5,1.5548038976823,1.11057421263021,Sloan,Lower,crowding,2
S16,radial,5,0,5,0.439401101518911,0.313857929656365,Sloan,Right,crowding,1
S16,radial,-5,-0,5,1.09850275379728,0.784644824140912,Sloan,Left,crowding,1
S16,radial,0,5,5,1.67310419424508,1.19507442446077,Sloan,Upper,crowding,1
S16,radial,-0,-5,5,1.79140449080787,1.27957463629133,Sloan,Lower,crowding,1
S16,radial,10,0,10,2.04490512629955,1.46064651878539,Sloan,Right,crowding,1
S16,radial,-10,-0,10,3.8194095747413,2.72814969624379,Sloan,Left,crowding,1
S16,radial,0,10,10,5.05311266746748,3.6093661910482,Sloan,Upper,crowding,1
S16,radial,-0,-10,10,2.14630538049622,1.53307527178301,Sloan,Lower,crowding,1
S16,radial,5,0,5,1.38580347402118,0.989859624300843,Pelli,Right,crowding,1
S16,radial,-5,-0,5,1.6900042366112,1.20714588329371,Pelli,Left,crowding,1
S16,tangential,5,0,5,0.659101652278366,0.482858353317484,Sloan,Right,crowding,1
S16,tangential,-5,-0,5,0.540801355715583,0.398358141486924,Sloan,Left,crowding,1
S16,horizontal,0,0,0,0.0473474553072589,0.0362352974290243,Pelli,fovea,crowding,1
S16,horizontal,0,0,0,0.0777851051476396,0.0588806145490375,Sloan,fovea,acuity,1
S16,radial,5,0,5,0.86190216067171,0.615644400479793,Pelli,Right,crowding,2
S16,radial,-5,-0,5,1.1323028385295,0.808787741806787,Pelli,Left,crowding,2
S16,radial,10,0,10,0.980202457234494,0.700144612310353,Sloan,Right,crowding,2
S16,radial,-10,-0,10,2.75470690567625,1.96764778976875,Sloan,Left,crowding,2
S16,radial,0,10,10,5.10381279456581,3.64558056754701,Sloan,Upper,crowding,2
S16,radial,-0,-10,10,2.85610715987292,2.04007654276637,Sloan,Lower,crowding,2
S16,radial,5,0,5,0.540801355715583,0.386286682653988,Sloan,Right,crowding,2
S16,radial,-5,-0,5,1.06470266906505,0.760501906475038,Sloan,Left,crowding,2
S16,radial,0,5,5,1.43650360111952,1.02607400079965,Sloan,Upper,crowding,2
S16,radial,-0,-5,5,1.31820330455673,0.941573788969095,Sloan,Lower,crowding,2
S16,horizontal,0,0,0,0.0845490273343908,0.0634674677320368,Sloan,fovea,acuity,2
S16,horizontal,0,0,0,0.0541113774940101,0.041066670419561,Pelli,fovea,crowding,2
S16,tangential,5,0,5,0.60840152518003,0.434572517985736,Sloan,Right,crowding,2
S16,tangential,-5,-0,5,0.523901313349471,0.386286682653987,Sloan,Left,crowding,2
S17,radial,5,0,5,0.963302414868382,0.688073153477415,Sloan,Right,crowding,1
S17,radial,-5,-0,5,1.85900466027232,1.32786047162308,Sloan,Left,crowding,1
S17,radial,0,5,5,1.99420499920121,1.42443214228658,Sloan,Upper,crowding,1
S17,radial,-0,-5,5,1.75760440607564,1.25543171862546,Sloan,Lower,crowding,1
S17,radial,10,0,10,3.58280898161573,2.55914927258267,Sloan,Right,crowding,1
S17,radial,-10,-0,10,5.05311266746748,3.6093661910482,Sloan,Left,crowding,1
S17,radial,0,10,10,4.20811054916188,3.00579324940134,Sloan,Upper,crowding,1
S17,radial,-0,-10,10,2.24770563469289,1.60550402478064,Sloan,Lower,crowding,1
S17,radial,5,0,5,1.08160271143117,0.772573365307975,Pelli,Right,crowding,1
S17,radial,-5,-0,5,1.28440321982451,0.917430871303221,Pelli,Left,crowding,1
S17,tangential,5,0,5,0.523901313349471,0.374215223821051,Sloan,Right,crowding,1
S17,tangential,-5,-0,5,0.490101228617247,0.350072306155177,Sloan,Left,crowding,1
S17,horizontal,0,0,0,0.101458832801269,0.0748862813533174,Pelli,fovea,crowding,1
S17,horizontal,0,0,0,0.142042365921777,0.102506022538527,Sloan,fovea,acuity,1
S17,tangential,5,0,5,0.676001694644478,0.494929812150421,Sloan,Right,crowding,2
S17,tangential,-5,-0,5,0.726701821742814,0.519072729816296,Sloan,Left,crowding,2
S17,radial,5,0,5,0.94640237250227,0.676001694644478,Pelli,Right,crowding,2
S17,radial,-5,-0,5,1.35200338928896,0.965716706634969,Pelli,Left,crowding,2
S17,radial,10,0,10,1.5548038976823,1.11057421263021,Sloan,Right,crowding,2
S17,radial,-10,-0,10,3.49830876978518,2.49879197841798,Sloan,Left,crowding,2
S17,radial,0,10,10,4.71511182014524,3.36793701438945,Sloan,Upper,crowding,2
S17,radial,-0,-10,10,3.09270775299849,2.20907696642749,Sloan,Lower,crowding,2
S17,radial,5,0,5,0.980202457234494,0.700144612310353,Sloan,Right,crowding,2
S17,radial,-5,-0,5,0.895702245403934,0.639787318145667,Sloan,Left,crowding,2
S17,radial,0,5,5,1.57170394004841,1.12264567146315,Sloan,Upper,crowding,2
S17,radial,-0,-5,5,1.4196035587534,1.01400254196672,Sloan,Lower,crowding,2
S17,horizontal,0,0,0,0.155570210295279,0.111484967253942,Sloan,fovea,acuity,2
S17,horizontal,0,0,0,0.101458832801269,0.0724705948580494,Pelli,fovea,crowding,2
S18,horizontal,0,0,0,0.0777851051476396,0.0577929438229729,Sloan,fovea,acuity,2
S18,horizontal,0,0,0,0.0473474553072589,0.0362352974290243,Pelli,fovea,crowding,2
S18,tangential,5,0,5,0.659101652278366,0.482858353317484,Sloan,Right,crowding,2
S18,tangential,-5,-0,5,0.523901313349471,0.374215223821051,Sloan,Left,crowding,2
S18,radial,5,0,5,1.09850275379728,0.784644824140912,Pelli,Right,crowding,2
S18,radial,-5,-0,5,1.18300296562784,0.845002118305598,Pelli,Left,crowding,2
S18,radial,10,0,10,3.05890766826626,2.18493404876162,Sloan,Right,crowding,2
S18,radial,-10,-0,10,3.32930834612406,2.37807739008861,Sloan,Left,crowding,2
S18,radial,0,10,10,4.54611139648412,3.24722242606008,Sloan,Upper,crowding,2
S18,radial,-0,-10,10,3.80250953237519,2.71607823741085,Sloan,Lower,crowding,2
S18,radial,5,0,5,0.625301567546142,0.446643976818673,Sloan,Right,crowding,2
S18,radial,-5,-0,5,1.21680305036006,0.869145035971472,Sloan,Left,crowding,2
S18,radial,0,5,5,1.82520457554009,1.30371755395721,Sloan,Upper,crowding,2
S18,radial,-0,-5,5,1.45340364348563,1.03814545963259,Sloan,Lower,crowding,2
S18,radial,5,0,5,1.1323028385295,0.808787741806787,Sloan,Right,crowding,1
S18,radial,-5,-0,5,1.23370309272617,0.881216494804409,Sloan,Left,crowding,1
S18,radial,0,5,5,1.87590470263843,1.33993193045602,Sloan,Upper,crowding,1
S18,radial,-0,-5,5,1.89280474500454,1.35200338928896,Sloan,Lower,crowding,1
S18,radial,10,0,10,2.65330665147958,1.89521903677113,Sloan,Right,crowding,1
S18,radial,-10,-0,10,3.22790809192738,2.30564863709099,Sloan,Left,crowding,1
S18,radial,0,10,10,4.73201186251135,3.38000847322239,Sloan,Upper,crowding,1
S18,radial,-0,-10,10,3.90390978657186,2.78850699040847,Sloan,Lower,crowding,1
S18,radial,5,0,5,1.48720372821785,1.06228837729847,Pelli,Right,crowding,1
S18,radial,-5,-0,5,1.03090258433283,0.736358988809164,Pelli,Left,crowding,1
S18,tangential,5,0,5,0.709801779376702,0.507001270983359,Sloan,Right,crowding,1
S18,tangential,-5,-0,5,0.659101652278366,0.482858353317484,Sloan,Left,crowding,1
S18,horizontal,0,0,0,0.0676392218675127,0.0483137299053665,Pelli,fovea,crowding,1
S18,horizontal,0,0,0,0.0777851051476396,0.0550542127414735,Sloan,fovea,acuity,1
S19,horizontal,0,0,0,0.0845490273343908,0.0628078488769759,Pelli,fovea,crowding,2
S19,tangential,5,0,5,0.77740194884115,0.567358565148044,Sloan,Right,crowding,2
S19,tangential,-5,-0,5,0.625301567546142,0.446643976818674,Sloan,Left,crowding,2
S19,radial,5,0,5,1.75760440607564,1.25543171862546,Pelli,Right,crowding,2
S19,radial,-5,-0,5,1.43650360111952,1.02607400079965,Pelli,Left,crowding,2
S19,radial,10,0,10,2.63640660911347,1.88314757793819,Sloan,Right,crowding,2
S19,radial,-10,-0,10,2.9744074564357,2.12457675459693,Sloan,Left,crowding,2
S19,radial,0,10,10,4.22501059152799,3.01786470823428,Sloan,Upper,crowding,2
S19,radial,-0,-10,10,4.03911012550076,2.88507866107197,Sloan,Lower,crowding,2
S19,radial,5,0,5,1.74070436370953,1.24336025979252,Sloan,Right,crowding,2
S19,radial,-5,-0,5,2.06180516866566,1.47271797761833,Sloan,Left,crowding,2
S19,radial,0,5,5,1.63930410951286,1.1709315067949,Sloan,Upper,crowding,2
S19,radial,-0,-5,5,1.5548038976823,1.11057421263021,Sloan,Lower,crowding,2
S19,horizontal,0,0,0,0.0946949106145177,0.0707139362951821,Sloan,fovea,acuity,2
S19,radial,5,0,5,1.74070436370953,1.24336025979252,Sloan,Right,crowding,1
S19,radial,-5,-0,5,1.63930410951286,1.1709315067949,Sloan,Left,crowding,1
S19,radial,0,5,5,2.11250529576399,1.50893235411714,Sloan,Upper,crowding,1
S19,radial,-0,-5,5,1.67310419424508,1.19507442446077,Sloan,Lower,crowding,1
S19,radial,10,0,10,3.26170817665961,2.32979155475686,Sloan,Right,crowding,1
S19,radial,-10,-0,10,3.44760864268684,2.46257760191917,Sloan,Left,crowding,1
S19,radial,0,10,10,5.28971326059304,3.77836661470932,Sloan,Upper,crowding,1
S19,radial,-0,-10,10,3.88700974420575,2.77643553157554,Sloan,Lower,crowding,1
S19,radial,5,0,5,2.04490512629955,1.46064651878539,Pelli,Right,crowding,1
S19,radial,-5,-0,5,1.45340364348563,1.03814545963259,Pelli,Left,crowding,1
S19,tangential,5,0,5,0.794301991207262,0.579430023980981,Sloan,Right,crowding,1
S19,tangential,-5,-0,5,0.523901313349471,0.386286682653987,Sloan,Left,crowding,1
S19,horizontal,0,0,0,0.0946949106145177,0.0700549083627806,Pelli,fovea,crowding,1
S19,horizontal,0,0,0,0.101458832801269,0.0713995451717991,Sloan,fovea,acuity,1
S20,radial,5,0,5,1.14920288089561,0.820859200639724,Pelli,Right,crowding,1
S20,radial,-5,-0,5,1.45340364348563,1.03814545963259,Pelli,Left,crowding,1
S20,tangential,5,0,5,0.743601864108926,0.531144188649234,Sloan,Right,crowding,1
S20,tangential,-5,-0,5,0.895702245403934,0.651858776978604,Sloan,Left,crowding,1
S20,radial,5,0,5,0.591501482813918,0.422501059152799,Sloan,Right,crowding,1
S20,radial,-5,-0,5,0.625301567546142,0.446643976818673,Sloan,Left,crowding,1
S20,radial,0,5,5,1.96040491446899,1.40028922462071,Sloan,Upper,crowding,1
S20,radial,-0,-5,5,1.65620415187897,1.18300296562784,Sloan,Lower,crowding,1
S20,radial,10,0,10,2.61950656674735,1.87107611910525,Sloan,Right,crowding,1
S20,radial,-10,-0,10,2.18010546522844,1.55721818944889,Sloan,Left,crowding,1
S20,radial,0,10,10,5.15451292166415,3.68179494404582,Sloan,Upper,crowding,1
S20,radial,-0,-10,10,4.00531004076853,2.8609357434061,Sloan,Lower,crowding,1
S20,horizontal,0,0,0,0.118368638268147,0.0857740190407332,Sloan,fovea,acuity,2
S20,radial,5,0,5,1.18300296562784,0.845002118305598,Pelli,Right,crowding,2
S20,radial,-5,-0,5,1.72380432134342,1.23128880095959,Pelli,Left,crowding,2
S20,radial,10,0,10,1.9773049568351,1.41236068345364,Sloan,Right,crowding,2
S20,radial,-10,-0,10,1.89280474500454,1.35200338928896,Sloan,Left,crowding,2
S20,radial,0,10,10,5.05311266746748,3.6093661910482,Sloan,Upper,crowding,2
S20,radial,-0,-10,10,4.57991148121634,3.27136534372596,Sloan,Lower,crowding,2
S20,radial,5,0,5,0.642201609912254,0.45871543565161,Sloan,Right,crowding,2
S20,radial,-5,-0,5,0.86190216067171,0.615644400479793,Sloan,Left,crowding,2
S20,radial,0,5,5,2.09560525339788,1.4968608952842,Sloan,Upper,crowding,2
S20,radial,-0,-5,5,1.96040491446899,1.40028922462071,Sloan,Lower,crowding,2
S20,horizontal,0,0,0,0.0777851051476396,0.0579764758864392,Pelli,fovea,crowding,2
S20,tangential,5,0,5,0.557701398081695,0.410429600319861,Sloan,Right,crowding,2
S20,tangential,-5,-0,5,0.86190216067171,0.615644400479793,Sloan,Left,crowding,2
S20,horizontal,0,0,0,0.0541113774940101,0.041066670419561,Pelli,fovea,crowding,1
S20,horizontal,0,0,0,0.10822275498802,0.0778981271150232,Sloan,fovea,acuity,1
S21,radial,5,0,5,1.79140449080787,1.27957463629133,Sloan,Right,crowding,1
S21,radial,-5,-0,5,1.9773049568351,1.41236068345364,Sloan,Left,crowding,1
S21,radial,0,5,5,1.96040491446899,1.40028922462071,Sloan,Upper,crowding,1
S21,radial,-0,-5,5,1.92660482973676,1.37614630695483,Sloan,Lower,crowding,1
S21,radial,10,0,10,3.21100804956127,2.29357717825805,Sloan,Right,crowding,1
S21,radial,-10,-0,10,3.87010970183964,2.7643640727426,Sloan,Left,crowding,1
S21,radial,0,10,10,5.12071283693192,3.65765202637995,Sloan,Upper,crowding,1
S21,radial,-0,-10,10,4.22501059152799,3.01786470823428,Sloan,Lower,crowding,1
S21,radial,5,0,5,1.45340364348563,1.03814545963259,Pelli,Right,crowding,1
S21,radial,-5,-0,5,2.19700550759455,1.56928964828182,Pelli,Left,crowding,1
S21,tangential,5,0,5,0.94640237250227,0.676001694644478,Sloan,Right,crowding,1
S21,tangential,-5,-0,5,0.878802203037822,0.627715859312731,Sloan,Left,crowding,1
S21,horizontal,0,0,0,0.0946949106145177,0.0686247368758232,Sloan,fovea,acuity,2
S21,radial,5,0,5,1.70690427897731,1.21921734212665,Pelli,Right,crowding,2
S21,radial,-5,-0,5,1.77450444844176,1.2675031774584,Pelli,Left,crowding,2
S21,radial,10,0,10,3.19410800719516,2.28150571942511,Sloan,Right,crowding,2
S21,radial,-10,-0,10,4.27571071862632,3.05407908473309,Sloan,Left,crowding,2
S21,radial,0,10,10,5.0869127521997,3.63350910871407,Sloan,Upper,crowding,2
S21,radial,-0,-10,10,3.56590893924962,2.54707781374973,Sloan,Lower,crowding,2
S21,radial,5,0,5,1.33510334692284,0.953645247802032,Sloan,Right,crowding,2
S21,radial,-5,-0,5,1.38580347402118,0.989859624300843,Sloan,Left,crowding,2
S21,radial,0,5,5,2.31530580415734,1.65378986011238,Sloan,Upper,crowding,2
S21,radial,-0,-5,5,1.70690427897731,1.21921734212665,Sloan,Lower,crowding,2
S21,horizontal,0,0,0,0.0473474553072589,0.0338196109337563,Pelli,fovea,crowding,2
S21,tangential,5,0,5,1.01400254196672,0.736358988809163,Sloan,Right,crowding,2
S21,tangential,-5,-0,5,1.1323028385295,0.820859200639723,Sloan,Left,crowding,2
S21,horizontal,0,0,0,0.0473474553072589,0.0338196109337563,Pelli,fovea,crowding,1
S21,horizontal,0,0,0,0.0777851051476396,0.0573061472053173,Sloan,fovea,acuity,1
S22,radial,5,0,5,0.69290173701059,0.494929812150422,Sloan,Right,crowding,1
S22,radial,-5,-0,5,0.760501906475038,0.54321564748217,Sloan,Left,crowding,1
S22,radial,0,5,5,1.38580347402118,0.989859624300843,Sloan,Upper,crowding,1
S22,radial,-0,-5,5,1.11540279616339,0.796716282973849,Sloan,Lower,crowding,1
S22,radial,10,0,10,1.16610292326173,0.832930659472661,Sloan,Right,crowding,1
S22,radial,-10,-0,10,1.74070436370953,1.24336025979252,Sloan,Left,crowding,1
S22,radial,0,10,10,3.09270775299849,2.20907696642749,Sloan,Upper,crowding,1
S22,radial,-0,-10,10,2.43360610072012,1.73829007194294,Sloan,Lower,crowding,1
S22,radial,5,0,5,1.11540279616339,0.796716282973849,Pelli,Right,crowding,1
S22,radial,-5,-0,5,1.19990300799395,0.857073577138535,Pelli,Left,crowding,1
S22,tangential,5,0,5,0.540801355715583,0.398358141486924,Sloan,Right,crowding,1
S22,tangential,-5,-0,5,0.523901313349471,0.386286682653987,Sloan,Left,crowding,1
S22,horizontal,0,0,0,0.0676392218675127,0.0483137299053665,Pelli,fovea,crowding,1
S22,horizontal,0,0,0,0.0913129495211421,0.0649040455171289,Sloan,fovea,acuity,1
S22,tangential,5,0,5,0.523901313349471,0.374215223821051,Sloan,Right,crowding,2
S22,tangential,-5,-0,5,0.642201609912254,0.470786894484547,Sloan,Left,crowding,2
S22,radial,5,0,5,0.912602287770046,0.651858776978604,Pelli,Right,crowding,2
S22,radial,-5,-0,5,1.38580347402118,0.989859624300843,Pelli,Left,crowding,2
S22,radial,10,0,10,0.997102499600605,0.71221607114329,Sloan,Right,crowding,2
S22,radial,-10,-0,10,1.87590470263843,1.33993193045602,Sloan,Left,crowding,2
S22,radial,0,10,10,4.00531004076853,2.8609357434061,Sloan,Upper,crowding,2
S22,radial,-0,-10,10,3.63350910871407,2.59536364908148,Sloan,Lower,crowding,2
S22,radial,5,0,5,0.456301143885023,0.325929388489302,Sloan,Right,crowding,2
S22,radial,-5,-0,5,0.60840152518003,0.434572517985736,Sloan,Left,crowding,2
S22,radial,0,5,5,1.43650360111952,1.02607400079965,Sloan,Upper,crowding,2
S22,radial,-0,-5,5,1.16610292326173,0.832930659472661,Sloan,Lower,crowding,2
S22,horizontal,0,0,0,0.101458832801269,0.0746893999837715,Sloan,fovea,acuity,2
S22,horizontal,0,0,0,0.0710211829608883,0.0507294164006345,Pelli,fovea,crowding,2
S23,radial,5,0,5,1.23370309272617,0.881216494804409,Pelli,Right,crowding,2
S23,radial,-5,-0,5,1.09850275379728,0.784644824140912,Pelli,Left,crowding,2
S23,horizontal,0,0,0,0.0777851051476396,0.0559172665607209,Sloan,fovea,acuity,2
S23,radial,10,0,10,2.264605677059,1.61757548361357,Sloan,Right,crowding,2
S23,radial,-10,-0,10,3.14340788009682,2.2452913429263,Sloan,Left,crowding,2
S23,radial,0,10,10,3.71800932054463,2.65572094324616,Sloan,Upper,crowding,2
S23,radial,-0,-10,10,3.43070860032073,2.45050614308623,Sloan,Lower,crowding,2
S23,radial,5,0,5,0.659101652278366,0.470786894484547,Sloan,Right,crowding,2
S23,radial,-5,-0,5,1.08160271143117,0.772573365307975,Sloan,Left,crowding,2
S23,radial,0,5,5,1.72380432134342,1.23128880095959,Sloan,Upper,crowding,2
S23,radial,-0,-5,5,1.40270351638729,1.00193108313378,Sloan,Lower,crowding,2
S23,radial,5,0,5,0.709801779376702,0.507001270983359,Sloan,Right,crowding,1
S23,radial,-5,-0,5,0.523901313349471,0.37421522382105,Sloan,Left,crowding,1
S23,radial,0,5,5,1.79140449080787,1.27957463629133,Sloan,Upper,crowding,1
S23,radial,-0,-5,5,1.31820330455673,0.941573788969095,Sloan,Lower,crowding,1
