experiment,pavloviaSessionId,posixTimeSec,cursorPositionXYPx,crosshairPositionXYPx,targetPositionXYPx,blockNumber,block_condition,conditionNumber,conditionName,trialNumber,pxPerCm,viewingDistanceCm,screenWidthPx,screenHeightPx,nearpointXYPx,trialStep,targetBool,crosshairBool
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.219,"728,705","722,386",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.262,"728,705","722,385",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.317,"728,705","722,383",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.365,"728,705","722,382",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.371,"728,705","722,381",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.388,"728,705","722,381",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.446,"728,705","722,379",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.49,"728,705","722,377",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.496,"728,705","722,377",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.514,"728,705","722,377",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.555,"728,705","721,376",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.56,"728,705","721,375",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.581,"728,705","721,375",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.629,"728,705","721,373",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.648,"728,705","721,373",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.698,"728,705","720,371",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.707,"728,705","720,371",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.766,"728,705","719,369",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.773,"728,705","719,369",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.784,"728,705","719,369",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.837,"728,705","719,367",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.905,"728,705","718,366",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510619.912,"728,705","718,365",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.027,"728,705","716,362",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.041,"728,705","715,361",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.1,"728,705","714,360",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.106,"728,705","714,360",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.168,"728,705","713,358",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.231,"728,705","712,357",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.25,"728,705","711,356",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.297,"728,705","710,355",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.312,"728,705","710,355",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.36,"728,705","709,354",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.377,"728,705","708,353",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.425,"728,705","707,353",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.448,"728,705","707,352",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.498,"728,705","705,351",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.505,"728,705","705,351",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.578,"728,705","703,350",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.635,"728,705","702,349",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.707,"728,705","700,348",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.714,"728,705","699,348",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.771,"728,705","698,347",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.834,"728,705","696,346",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.845,"728,705","696,346",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.895,"728,705","694,346",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.904,"728,705","694,345",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.965,"728,705","692,345",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510620.971,"728,705","692,345",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510621.032,"728,705","690,345",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510621.052,"728,705","689,344",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510621.113,"728,705","687,344",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
CrowdingReadingAcuity_firstSess11,CoolGreenGrape713,1743510621.164,"728,705","686,344",,3,3_1,1,vernier_L8_practice,1,120.88495575221238,37.6,1366,768,"683,384",trialInstructionRoutineEachFrame,FALSE,TRUE
