experiment,pavloviaSessionId,posixTimeSec,cursorPositionXYPx,crosshairPositionXYPx,targetPositionXYPx,blockNumber,block_condition,conditionNumber,conditionName,trialNumber,pxPerCm,viewingDistanceCm,screenWidthPx,screenHeightPx,nearpointXYPx,trialStep,targetBool,crosshairBool
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448435.972,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448435.988,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.004,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.02,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.036,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.052,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.068,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.085,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.1,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.116,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.132,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.148,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.164,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.18,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.197,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.213,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
CrowdingReadingAcuity_firstSess11,LoudAquaCow870,1743448436.23,"0,0","180,380",,3,3_2,2,,1,30.252100840336134,104.7,360,760,"180,380",importConditions,FALSE,FALSE
