prolificID,acuity_block1,acuity_block2,acuity_grandMean,crowding_block1,crowding_block2,crowding_block3,crowding_block4,crowding_grandMean,rsvp_block1,rsvp_block2,rsvp_grandMean,reading_block1,reading_block2,reading_grandMean
559ad287fdf99b219a612d22,-0.4151871844999999,-0.4806093695,-0.44789827699999996,0.845686695,0.8826589435000001,0.950354103,1.04075982,0.929864890375,2.5235793143836434,2.7428888583836435,2.633234086383643,2.322497908809831,2.234990496191595,2.2787442025007127
55d51a6b8ce09000127d4821,-0.5966585885,-0.670808669,-0.6337336287499999,0.08959187549999995,0.04155195149999999,0.11945046050000002,-0.1035675815,0.03675667649999999,,,,2.398361698542482,2.281512559671696,2.339937129107089
5685850c333cbd000d4e042f,-0.494387649,-0.5405855964999999,-0.51748662275,,,,,,3.252130176383644,3.2741710993836435,3.2631506378836437,2.3446726073265487,2.411041196232734,2.3778569017796416
56b78f11e77ebe000cbefe79,-0.463864599,-0.4401050405,-0.45198481975000004,0.21355914399999998,0.2812135970000001,0.2893245729999999,0.19705055549999995,0.245286967375,3.038510457383643,3.2513853033836435,3.1449478803836435,2.5389692714269083,2.422926698254738,2.480947984840823
57334d427d01ed00098e8e69,-0.526724732,-0.552582414,-0.539653573,0.36571972399999997,0.1488717829999999,0.05353455849999995,0.33555559299999993,0.22592041462499995,3.198826785383644,3.096108552383644,3.147467668883644,2.3931817089567087,2.2687364634486498,2.330959086202679
581bd344930a280001062c90,-0.5397256914999999,-0.528169424,-0.53394755775,0.301438168,0.3263804135,0.314539342,0.3975270595,0.33497124575000004,3.3252434813836436,3.108773700383644,3.217008590883644,2.3346254723853486,2.3072263322766915,2.3209259023310205
58404fd8ad98e40001ce915f,-0.3776894285,-0.3912872115,-0.38448832,,,,,,3.1342466943836436,3.238136309383644,3.186191501883644,2.402193029344277,2.458095022761608,2.4301440260529423
588a59813e1f290001aa78c1,-0.544380044,-0.583929414,-0.564154729,,,,,,3.166495455383644,3.188357244383644,3.177426349883644,2.525552665199516,2.45504382852771,2.4902982468636132
588ab33542c8e900019d02ae,-0.5045744325,-0.4279891519999999,-0.46628179224999994,0.17046341549999994,-0.01052711249999995,0.031209949,0.1181513455,0.077324399375,2.8281594673836437,2.827800126383644,2.8279797968836435,2.3164831035213984,2.3369679406335706,2.326725522077485
58adfc6e7cf56d0001f931a2,-0.4795343365,-0.42740715100000004,-0.45347074374999996,,,,,,2.7905354903836437,2.997795319383644,2.894165404883644,,,
5910a5f8748d450001ba3a67,-0.5617170215,-0.5446248725,-0.553170947,0.431953894,0.31661595049999997,0.24660183099999994,0.3738691235,0.34226019975,2.978056839383644,3.0152941243836437,2.996675481883644,,,
5a8f01d95292b80001235d34,-0.49712287,-0.484649404,-0.49088613699999994,0.2745404635,0.26746781,0.10443222699999995,0.288657955,0.23377461387499998,3.303729364383644,3.379281015383643,3.3415051898836436,2.4123409736970656,2.431600500822492,2.421970737259779
5af1c4dfaec2b600010a96c9,-0.3607998375,-0.2902660255,-0.32553293149999996,0.5230415055000001,0.39269704149999995,0.4771514455,0.4432202945,0.45902757175,2.913364903383644,2.810499799383644,2.861932351383644,,,
5bb756696322c5000159756c,-0.490480205,-0.528660974,-0.5095705895,0.2589877315,0.15634744599999995,0.2810934575,0.34568289099999994,0.26052788149999995,3.370149890383644,3.2926529403836433,3.3314014153836435,2.3824100129068144,2.4226366543112388,2.4025233336090266
5bbb5e3f118c0600013c3202,-0.471462699,-0.4480645705,-0.45976363475,0.418689884,0.33337924199999996,0.27200696299999993,0.23930475049999994,0.315845209875,,,,,,
5c0873675b32d500012e3f2c,-0.6042918989999999,-0.460148312,-0.5322201055,,,,,,3.383188376383644,3.370149890383644,3.3766691333836443,2.5334045861593646,2.5403229058436576,2.536863746001511
5cad1eef8ed53d00180d2532,-0.48279713949999997,-0.5095009775,-0.4961490585,,,,,,,,,2.156545884230022,2.2858450477078653,2.2211954659689437
5cb206ee3d6647001724d5af,-0.5201861655,-0.552875459,-0.53653081225,,,,,,3.304008784383644,3.330704683383644,3.317356733883644,,,
5d12ce9596919a0019367dd4,-0.494635602,-0.5348510360000001,-0.514743319,0.415608872,0.24881676999999994,0.315870865,0.392700776,0.34324932075000003,3.186676378383644,3.2877074923836433,3.2371919353836436,2.419502017266127,2.385049906040955,2.402275961653541
