task_name,n_cleaned,geomean_cleaned,median_cleaned,min_cleaned,max_cleaned,sd_of_logged_cleaned
reading_individual_measurements,404,239.08777341839337,238.55516688159418,60.152601420985846,2251.4071294559108,0.1836967402246891
reading_per_block,202,239.08777341839337,242.58301852993372,96.19204005877945,1160.9851057686385,0.16494015560601583
reading_per_task,101,239.0877734183931,232.15105416475933,102.99323672258588,846.1866306544637,0.15845279590348454
