task_name,n_cleaned,geomean_cleaned,median_cleaned,min_cleaned,max_cleaned,sd_of_log_cleaned
rsvp,288,1463.6803366782663,1557.1611823525438,333.87147391726324,3045.424346660358,0.19061445489932424
rsvp,288,1463.6803366782676,1557.1611823525438,333.87147391726324,3045.424346660358,0.19061445489932424
rsvp,144,1463.6803366782676,1611.0975979101256,429.7680109454192,2933.2595640302275,0.18275206650420248
