task_name,n_cleaned,geomean_cleaned,median_cleaned,min_cleaned,max_cleaned,sd_of_log_cleaned
crowding,864,2.3871295645090402,2.5636792866426505,0.32439390746013785,18.2840517997585,0.2426201148617449
crowding,432,2.38712956450904,2.465265171924235,0.3696119818814105,10.98398218894764,0.2034500871924942
crowding,108,2.38712956450904,2.388703500224532,0.5028186952240499,8.508732891439482,0.1850393539296596
