0,1,2,3,4,5
0.31081621108589363,0.3339746273992425,0.2557740357019503,0.31300066806460447,0.31424698963193776,0.29799232763259
0.3472872241741421,0.35724345467393104,0.3087410216917859,0.2904042691407739,0.30994877946503435,0.2970227057448739
0.36859033697787996,0.3325486931631109,0.31944284383247634,0.3318946852888272,0.3285730188695947,0.3132770791630873
0.2406905717106161,0.25702071150373673,0.2290701720416242,0.25493197497737846,0.2318497324153633,0.24903233203460545
0.2954192457590999,0.2915084954833982,0.2591884105961531,0.2887469509820021,0.29772427989080347,0.29320821497115707
0.4772740501514378,0.4691612038527636,0.4629648856798011,0.4106512588560599,0.36140806888662275,0.425797755676775
0.30716117659140435,0.3232773098716136,0.30605292959369174,0.33332556543786684,0.2999809433382851,0.2734986937803416
0.27148588792324324,0.28257920795192837,0.21053393633269357,0.2376406611636079,,0.23518180840276678
0.32792308157408995,0.32386118230226635,0.29570917694994087,0.3317919588773977,0.3285598964712106,0.3030503169080857
0.28568681479376506,0.26758982344151877,0.3356689387453666,0.3314782088820984,0.29116057374124527,0.25310928820277045
0.31608396750638296,0.3445691705847078,0.3494887637442713,0.3276244176499352,0.32114712060730205,0.40510949980974814
0.39366132417695254,0.34911641077467104,0.3611763294067251,0.30381839840486563,0.36365983387350603,0.31848407763679426
0.34628565808833367,0.3254307016006754,0.298440284963064,0.32302300057704714,0.29733441084413104,0.267158414560851
0.3165041060134272,0.2834994883956414,0.29775155448392554,0.2705391134373893,0.25035734829655654,0.29479322380911593
0.2917038727589817,0.248923258253902,0.25335013934915657,0.21973507358689126,0.2407142639909179,0.28238448358799867
0.2836455274777675,0.27220782878726607,0.28821290642590913,0.25956845761805086,0.2711404952665581,0.28466277093209125
0.27408780948903777,0.2318521179530626,0.26399420671886453,0.22695677755347768,0.2283256159972559,0.2055286613027176
0.21183284353546925,0.22538986944581701,0.2669654729305804,0.24088126404053103,0.27468503313427245,0.23491982897584826
0.24945716648227834,0.22301654300373294,0.2510417313872876,0.23571694836325977,0.24236542891314747,0.24330059079036015
