0,1,2,3,4,5
0.028931719642847166,,0.04305437220780051,0.04713002780742659,0.06172203123542472,0.0084835553364824
,0.19469546737198262,0.7086158072360336,0.06972056164823268,2.6410454190715007,0.16160766039476923
1.3042826013825424,,0.07593458661392852,0.037396743019396016,0.07744655997311052,0.08497094123100353
,,0.6954938163116443,1.2775290075465504,2.9873541765124743,1.7217975162575216
0.02973854060117153,0.028454716827361386,0.033413757238632116,0.029184898617725795,0.02507293616667362,0.022169405697678703
,,,,,
0.07471024816373811,0.06406422931450335,0.062149104311302696,0.026305758514728713,0.02892633496523584,0.015143651511288672
0.2954882547809329,0.10390554221571521,0.11281029424401565,0.057786181324779105,0.060241202719977203,0.08829341749582917
0.023556914409629003,0.04959038248863707,0.032653294406523724,0.030468189916135,0.017090540389926103,0.031734461047114
0.20862305127057518,0.13361446405431063,0.08673756460992943,0.07720578765331122,0.04432587118265391,
,0.08204285954827367,0.06317779117357329,0.04358144883814386,0.0434838085531681,0.023612611081555157
0.034694136992495565,0.03441157258254009,0.038766877328429886,0.02996603911002619,0.025920326157827307,0.05702637334137991
,0.05987140681457271,0.03908784315766683,0.03133546270841399,0.015542949680392052,0.034324687420329174
0.04981826563429079,0.061879648061711826,0.05835390056352035,0.06357901056285195,0.03218814217962806,0.03626652807502255
0.28373471953094465,0.2408169812421653,0.0990891899303118,0.07683723193646319,0.11235294483207421,0.09928002297649983
0.010801691163645974,0.01375328121015504,0.023198844293473915,0.03124219149357996,0.029550992793807646,0.011459400551337227
0.012433618620129214,0.026081393767034278,0.03055163662605084,0.00875823832840808,0.010573238386164694,0.015261480320481764
0.01873167931140059,0.01631825449562773,0.007463968381411164,0.02109304115425343,0.03134267547631401,0.030038129134426286
0.07597445511066113,0.05937262329027063,0.04821322549189836,0.06026048156947967,0.06799460184031239,0.1345870515577553
0.05795743582474466,0.0668839516105931,0.034507628508620776,0.005349559915310484,0.05972759104819709,0.06069591571833458
3.4149736342246735,,1.4963533249754308,0.7794951385784691,0.9148575489279278,0.34931148417528884
,0.045516040480698336,0.042325010839064564,0.025124971685375287,0.03358560082841967,0.019865409778625186
0.009820648679060377,0.029836050736321996,0.034813546206134575,0.033947854802594865,0.02165603656276202,0.011991182506016298
